"obj","museum","text","visual_item"
"http://data.silknow.org/object/23bce0c8-766f-3767-9e04-3a91e1018c6f","http://data.silknow.org/graph/imatex","conserva 1 dels voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/4a736d05-b1c9-3547-a50c-983194e70c58","http://data.silknow.org/graph/imatex","incorpora un galó de passamaneria
- conserva fragments de voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Imperios.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Diamantes B.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Armenios 2ª.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Diamantes. 
Màquina de 800 agulles; montura mixta. 
Densitat: 54/55 fils i 38 passades per cm. 
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Armenios 3ª.
Densitat 130 fils.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Holandeses.
Peça confeccionada","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Excelsior.
Màquina de 650 agulles; o podría ser una altra màquina acoplada.
Densitats: 65 fils i 42 passades per cm.
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: ? 
Màquina de 8oo agulles; 68 fils i 44 passades per cm. 
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Bandera de mocadors. Sèrie: Imperios.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Rumaros Imperios.
Màquina de 8oo agulles;Montura de 60 fils, densitat: 65 fils per i 40 passades per cm. 
Cada dau és igual al raport de 10 cm.
Dau al seguit?
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: 572?
setí.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Bandera de mocadors. Sèrie: Armenios 2ª.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Armenios.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Bandera de mocadors","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Holandeses.
Montura 30 fils per cm.
Dibuix: 1910
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Excelsior.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Victoria.
Màquina de 800 agulles; densitat 60 fils; 48 passades per cm.
Perdut per trama, fil coupé amb dues trames; perduts tondosats.
Dibuix: Pot esser còpia de dibuix de Llimona, original de Travaglia. Dibuixant Humbert.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Imperios?.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Galicias.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Imperio.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Armenios 3ª.
peça confeccionada. 
teler de llissos, mecànic.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Excelsior. 
Montura mixta. 
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Armenios extra.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Armenios.
Teixit de teler a mà, ja que té el voraviu irregular. 
Seda aprestada. 
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: 533.
teler amb llissos (telar con aparato)
setí de 5 o 8.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Rumaros.
Màquina de 8oo agulles;Montura de 60 fils, densitat: 65 fils per i 40 passades per cm. 
Cada dau és igual al raport de 10 cm.
Dau al seguit?
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Armenios 3ª.
Densitat 130/140 fils.
setí de 4.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Diamantes.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: ?. 
Màquina de 800 agulles.
Densitat: 68 fils i 42 passades per cm.
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Armenios 3ª.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: ?
Lampaset d'un sol ordit
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie: Holandeses.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Realitzada amb màquina de 8oo agulles.
- Densitat: 68 fils i 44 passades per cm.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b1f21606-cc30-3134-8c32-e82c1233f9f3","http://data.silknow.org/graph/imatex","Sèrie Excelsior.
- Realitzada amb màquina de 8oo agulles.
- Densitat: 68 fils i 44 passades per cm.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/4ee5c459-06f2-3ef0-8b0a-5b00d99c0cee","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/e307fabc-b989-348c-b16d-e324c684bcc3","http://data.silknow.org/graph/imatex","conserva un voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/39236abd-f85d-3687-a429-1b95c906ebf5","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/c05ec40d-0ce3-36a4-9d34-7ab0655d1c58","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/c05ec40d-0ce3-36a4-9d34-7ab0655d1c58","http://data.silknow.org/graph/imatex","Teixit de seda de gasa de volta llavorada amb motius simbòlics. Inclou una cinta de seda brodada amb flors i papallones.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/7ad5143d-ad4d-3b3f-a71e-799846e360c9","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/7ad5143d-ad4d-3b3f-a71e-799846e360c9","http://data.silknow.org/graph/imatex","Decoració llistada amb elements florals, vegetals i animals, de possible fabricació oriental pel mercat europeu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/43991c34-c686-3344-b338-d4604f625229","http://data.silknow.org/graph/imatex","Motius florals i vegetals de clara inspiració oriental.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/296cee2c-6832-3629-8dd5-5fef7e64c9b0","http://data.silknow.org/graph/imatex","conserva 1 dels voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/296cee2c-6832-3629-8dd5-5fef7e64c9b0","http://data.silknow.org/graph/imatex","Motius florals i vegetals de clara inspiració oriental.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/e96486d7-76bb-39f2-a765-937566f89f82","http://data.silknow.org/graph/imatex","Fragment de decoració de casulla, conserva la forma del coll.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/4d22092b-67c2-363c-bccd-dd4d2e420b38","http://data.silknow.org/graph/imatex","Pot tractar-se de la part inferior d'una peça d'indumentària femenina","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/d3952321-ff33-37fb-a0c4-3768e5c1a73c","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/4a83d193-4983-3b31-85a9-883c527f6f32","http://data.silknow.org/graph/imatex","densitat d'ordit: 60 fils/cm.
- densitat de trama: 43 passades/cm.
- voraviu: 0,6 cm
 mides: sèrie de 3 : A: 18 x 22; B: 24 x 15; C: 15 x 16","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/ffe64097-ed02-39c8-aff4-c00c1153c0ae","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/30768a85-5e18-3a39-a868-002b5a9d45d1","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/497b0668-4395-3548-8ce1-05fcb298e371","http://data.silknow.org/graph/imatex","conserva els 2 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/ff516317-49c8-3650-a9cc-a89177fd287a","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/748e34ff-ec82-3a30-ad22-62f88f137c53","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/12e7c14e-8e5f-39e3-ae27-17fa9e0333ea","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/7842135e-3bdb-339e-a0e6-121b8e6a0ef3","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/c0c171e0-f39e-3afd-9030-4ddccbd03404","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/c0c171e0-f39e-3afd-9030-4ddccbd03404","http://data.silknow.org/graph/imatex","conserva fragments dels 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/25f7e460-0b57-34e7-aabd-4d8b1d8999f5","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/25f7e460-0b57-34e7-aabd-4d8b1d8999f5","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/085680cc-aa84-394d-9e62-a9f18cd5dad0","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/085680cc-aa84-394d-9e62-a9f18cd5dad0","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b2367aa7-35b6-3097-9943-16eaf68c8371","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b2367aa7-35b6-3097-9943-16eaf68c8371","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/7b8ae3b8-f71c-3c65-b041-e1373fb20705","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/7b8ae3b8-f71c-3c65-b041-e1373fb20705","http://data.silknow.org/graph/imatex","conserva 1 fragment de voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/98b80f37-8222-3fef-846a-5fa6b6ddd701","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/1ff058dc-f937-3539-b907-d202fc8819fb","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/1ff058dc-f937-3539-b907-d202fc8819fb","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/230cbc89-eeaa-32f1-8936-122d653df49c","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/230cbc89-eeaa-32f1-8936-122d653df49c","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/e58fc2c2-0a8c-34df-9923-e21a1861ef44","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/4a0574fb-59da-3796-997a-41d3b01436d8","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/906e76ce-cc7b-3472-88d1-41f4b4f3b5eb","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/708cca50-2272-3fb2-bb63-55849e1af2c4","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/d6179ba7-8d48-330b-b245-a88dbce54e66","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/a32233f9-de16-308a-9502-0cea54f4ec85","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/e34d49fc-0d10-34e5-89bd-afdac82d05d6","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/199749c7-cfc6-304b-8d71-6ec158e4b224","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/0f1b472f-95e5-3d6e-bb09-67f7bc55cfea","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/9bab730b-5da4-3c1c-b690-e7ffa6ad31e8","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/6c939e4a-25f4-3ae9-ab06-9a78cc9281f0","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/698d96d2-4c5a-3985-961f-cc901177a3a3","http://data.silknow.org/graph/imatex","Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/797b3630-ae70-3960-8e59-28cc40e229f4","http://data.silknow.org/graph/imatex","conserva fragment de 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/7e140ae0-a215-3087-b9d5-077fe6447b2e","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/178c30c2-6b67-3a59-9041-0e0840f42578","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/06c4995d-d1e3-388f-9f28-20551b61c6b8","http://data.silknow.org/graph/imatex","Fragment de màniga de vestit femeni. Conserva 6 traus a la part del puny.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/19bf966c-5b01-369e-8fe0-feab95c6ad7e","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/097eff7d-4daa-3029-b5df-742995fb24e5","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/c1b669b0-d023-34cf-9918-64a04e206045","http://data.silknow.org/graph/imatex","conserva 1 dels voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/d4ecaed7-50c7-3e20-88b1-8ee4f3323106","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/419f5a96-b8f0-361f-8ad1-286814c966ee","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/baa937eb-c935-389b-8c14-c1a132b9b6ec","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/8d6e3f97-400f-33ca-a84d-bf96f21a4e66","http://data.silknow.org/graph/imatex","conserva un petit fragment de voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/c4c5d9bf-9f83-322e-ac7f-23e9f5fb4d57","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/8fd77e68-1bfa-3373-b4f6-9c80fb82ccf0","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/31f2223b-a337-3cfa-a835-288843c2c336","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/cf5f5c5f-440a-3bb1-9c0f-40a86aebea9c","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/f1ef7212-fa5d-3b25-8bea-e70ea05b5598","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/34e3b7fc-75a8-3795-bbf6-1fa0a03df102","http://data.silknow.org/graph/imatex","Dos fragments de teixit de seda units sobre un únic supot. Decoració de tiges ondulants que s'enllacen entre si amb fulles i petites flors.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/367ea55c-dff4-3840-af8b-e2e9db03c050","http://data.silknow.org/graph/imatex","conserva part dels 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/33f58bf8-b716-3c11-b552-a6e38ffd5ae1","http://data.silknow.org/graph/imatex","conserva fragments dels 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/f3550fc9-807d-34fa-93d0-1f4debf0b43c","http://data.silknow.org/graph/imatex","Quatre peces cosides amb punta d'Espanya al volt.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/f3550fc9-807d-34fa-93d0-1f4debf0b43c","http://data.silknow.org/graph/imatex","conserva els voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/bc52e998-2523-3e51-98a2-84706e5381cd","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/80394c7c-accb-3e5c-81a4-c82a1ae6b505","http://data.silknow.org/graph/imatex","El color vermell, ara descolorit, d'aquest teixit l'identifica amb el color de les núvies xineses. La presència del paó es relaciona amb l'emperadriu. Els dos ocells a la part inferior representen els nuvis i signifiquen felicitat i bons auguris.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/f36c99a3-db2a-33e4-9d65-317fcd79dd44","http://data.silknow.org/graph/imatex","vellut llavorat, cisellat de 5 cossos","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/4e8f9aed-a3d3-34c7-a20c-75ef6bffa523","http://data.silknow.org/graph/imatex","conserva 1 fragment de voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/197d0e0d-c211-31eb-b838-1d856697b99a","http://data.silknow.org/graph/imatex","conserva 1 fragment de voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/ba5718b6-d50a-35cc-8465-0c93f7984fa8","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/cdb89611-2c7c-39cc-8844-bc3c5ebdf74c","http://data.silknow.org/graph/imatex","vellut llavorat, cisellat, de 4 cossos","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/391fb13b-2a05-31b5-9850-3ddc7344909b","http://data.silknow.org/graph/imatex","vellut llavorat, cisellat, de 3 cossos","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/4fc13b51-7959-3753-9a74-72709e38a8c3","http://data.silknow.org/graph/imatex","vellut llavorat, de diferents cossos","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/4eb33e34-96de-32d5-90eb-c4021da9a24e","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/2dab3c8c-da42-3b28-9350-6f80373ba641","http://data.silknow.org/graph/imatex","Model ""RICA"", inspirat en un diseny del segle XVIII, fabricat per l'empresa Garín de Valencia a mitjans del segle XIX.","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/2dab3c8c-da42-3b28-9350-6f80373ba641","http://data.silknow.org/graph/imatex","conserva part dels 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/71bf5e9f-c1e4-33f4-a3b1-ca4457520faa","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/677e1183-b319-3949-a70b-193ec6d2564e","http://data.silknow.org/graph/imatex","conserva fragments dels 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/6b253dd9-2a22-3dd3-aab1-cc58aac98568","http://data.silknow.org/graph/imatex","conserva 1 fragment de voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/46f00e08-f193-3c74-8580-887ed3e3e124","http://data.silknow.org/graph/imatex","conserva fragment de 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/a37cd7de-634e-3f15-a2ac-05dcc6b00346","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/cadb7054-6fe1-36ba-bacf-7aa0d079d76d","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/373b8680-d544-3801-a8d5-acb13b4336a4","http://data.silknow.org/graph/imatex","conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/1dd805b8-eb8e-378f-8a8c-96649d203c51","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/b89efad2-3f71-31e5-befb-4e99d8ca627a","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/695768e6-cc11-3cba-bbfe-61424e1ed77a","http://data.silknow.org/graph/imatex","conserva fragments dels 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/3e72e29f-9904-3708-848a-d00682901eb6","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/bd0d7cfa-1cb3-3d47-a5ca-53f638021663","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/0ab60f04-5978-3a72-b8b7-528139f3813e","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/f4eb6cc5-861d-3558-b8d0-318c3fc92bf6","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/df925a59-f228-3c59-ab4b-a63fb4b29d35","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/9e7e3bc9-5821-3bfc-81ea-313d6c05c9a6","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/5db27241-8c70-3987-bd57-0af830e204e6","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/6b874086-3a3c-3538-a6ba-b85e4fe3b6ec","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/0045998d-43b8-39f2-8837-ce2387ab7f5e","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"http://data.silknow.org/object/d7b4dc29-e0f3-3d14-bf5f-5a32f0c5d4a5","http://data.silknow.org/graph/imatex","conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
