"obj","museum","text","material"
"http://data.silknow.org/object/efa2b102-c985-3e11-b451-39992c03deb3","http://data.silknow.org/graph/vam","Coverlet with Aesop's fable
England
1700-20, with additions and repairs 1780-1830 

Quilt-makers took inspiration from many sources. Several of the silk velvet patches here have been embroidered with motifs taken from popular prints and books, including Aesop's Fables. Intended as part of a bedcover or screen, the coverlet also provides a record of the reading habits of women at the time. One paper template still inside (over which a patch was sewn) was taken from a newspaper of 1705.

Silk

V&A: 1475-1902

[Supporting image , with caption:]
'The Fox and the Vase', Aesop's Fables, 1687
V&A Images [20th March 2010]","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/82203ccb-2725-3be8-9630-341280eb511f","http://data.silknow.org/graph/vam","Sash (patka) of brocaded silk and silver-gilt thread, made in Iran, 18th century","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/82203ccb-2725-3be8-9630-341280eb511f","http://data.silknow.org/graph/vam","Sash (patka) of brocaded silk and silver-gilt thread, with a silver fringe at each end. 

The field is patterned with horizontal stripes, gold rosettes on a tan ground alternating with scrolling leafy flowered stems in colours on a gold ground. The end panels each have a row of five symmetrical flowering plants in green, blue, yellow and white on a gold ground. The narrow borders are decorated with scrolling stems with flowers, fruit and foliage. 

The patka bears a stamp from the toshkhana (wardrobe store) of Asaf Jah, first Nizam of Hyderabad and date 1159 AH (1746AD).","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/82203ccb-2725-3be8-9630-341280eb511f","http://data.silknow.org/graph/vam","SASH (PATKA)  brocade used in Hyderabad.  This luminous patka bears a stamp from the toshkhana (wardrobe store) of Asaf Jah, first Nizam of Hyderabad and date 1159 AH/1746AD.  The colour palette is typical of Safavid Persian taste. [1992]","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/82203ccb-2725-3be8-9630-341280eb511f","http://data.silknow.org/graph/vam","This luxuriously woven sash (patka) was woven in Iran but used in Hyderabad.  It bears a stamp from the toshkhana (wardrobe store) of Asaf Jah, first Nizam of Hyderabad with the date 1159 AH (equivalent to 1746AD).  The muted colour palette is typical of Safavid Persian taste, and the upright, symmetrical shape of the flowering plants in the end panels also indicates an Iranian rather than Indian origin..","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/66aefc8d-9b30-3e85-b04d-a2b94551dc09","http://data.silknow.org/graph/vam","Panel for an altar frontal or dossal in woven silk velvet applied with the figures of Christ crucified, the Virgin and St John on a dark red ground. The Virgin and St John stand on either side of the cross, upon a green island spangled with flowers.

White tabby cloth of Z-spun linen worked with white, yellow, green, blue, lilac, pink, red, brown and black silk threads in split stitch, and with silver and gold threads couched with silk of various colours. The cross is executed in a rudimentary form.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/66aefc8d-9b30-3e85-b04d-a2b94551dc09","http://data.silknow.org/graph/vam","This piece shows three figures from a cruxifixion scene: Christ crucified, the Virgin Mary and St John the Evangelist. They were embroidered in about 1425, probably to be applied to an altar hanging, but were subsequently cut off and reapplied to red silk velvet, which is of a later date. This was a common practise. Expensive ecclesiastical embroidery was often reused, or a vestment or hanging might be cut up to suit changing church fashion. The scale of the figures indicates that the scene came from a sizeable hanging rather than from a vestment and would have been quite visible from a long distance away in a church. Stylistically the scene is late Gothic: the figures are fairly insubstantial with elaborately draped costumes and softly waving hair. It is a fine example of  later 'opus anglicanum' (Latin for 'English work'), which reached its peak between about 1250 and 1350.

The embroidery is worked with silk, silver and silver-gilt thread in split stitch and couched work.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/66aefc8d-9b30-3e85-b04d-a2b94551dc09","http://data.silknow.org/graph/vam","Panel for an altar frontal of embroidered linen applied to silk velvet, England, c 1400-1420.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/220a2646-307b-3cfa-8f66-7cd098aafdef","http://data.silknow.org/graph/vam","A woman's closed sack with wing cuffs, 1745-1755, English; Beige silk brocaded with silver, Spitalfields, 1740s","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/220a2646-307b-3cfa-8f66-7cd098aafdef","http://data.silknow.org/graph/vam","A woman's sack of figured beige silk, brocaded in a design of formalised leaves and flowers  in silver thread, strip and frisé. The sack is closed in front below the waist, with a wide skirt of ten widths of silk and would have been worn over a wide, square hoop. It has double robings at the front and elbow-length sleeves with deep, pleated, 'wing-shaped' cuffs.  The bodice and sleeves are lined with linen.  The lining is open at the back, with silk ribbons ties.  Modern cotton tape ties were added to the front for display.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/35e42b9b-05e1-3bac-bac0-0b055275f2b4","http://data.silknow.org/graph/vam","Dark blue silk satin; pattern obtained by supplementary brocading wefts and by the liseré efects of the ground weft, France or Italy, 1800-1850","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/35e42b9b-05e1-3bac-bac0-0b055275f2b4","http://data.silknow.org/graph/vam","Bearing cloths were used to wrap around swaddled babies (babies wrapped round with strips of cloth) or to carry them on for christenings (baptisms) and other ceremonial occasions. The cloths were made of rich materials and this example is made of silk brocaded with silver and silver-gilt thread.  The main purpose of bearing cloths was to display a family's wealth and status, and to celebrate a new birth. Since they were used only on special occasions and with great care, they were often passed down through families over generations.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/35e42b9b-05e1-3bac-bac0-0b055275f2b4","http://data.silknow.org/graph/vam","A rectangular christening or bearing cloth made of dark blue satin with self-coloured pattern and brocading in silver and silver-gilt thread. Lined with plain-woven silk. Pattern in comber repeat.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/2038566a-c213-32da-bdc3-a633b3f7ea1d","http://data.silknow.org/graph/vam","In the 19th century gloves were an indispensable accessory for women. They were worn for day and evening wear. Wealthy women owned many pairs suited to different occasions and carefully chosen to match particular outfits. Strict rules applied to the wearing of gloves. A woman would be considered undressed if she left the house ungloved and it was customary, for instance, to keep gloves on in church, at the theatre and at balls but to remove them before dining.

These embroidered white kid gloves are typical of day gloves worn by women in the 1830s and 40s. The fashion for pale coloured soft kid leather was the subject of much discussion in etiquette manuals. It was considered extremely bad form to wear discoloured or worn gloves, leading some to claim they 'can only be worn once'. This particular pair appear to be unworn as there is no sign of the stretching required to wear such close fitting items. The glove pattern is cut with 'quirks' (a piece which fitted at the base of the thumb) and 'fourchettes' (the side panels for the fingers), and they would have been fastened by a single button at the wrist, which is missing on the right hand. There is no pointing on the backs of the hands as these were left plain in order to accommodate the floral design. This extremely fine hand embroidery is near identical on both left and right and forms a concentrated design over the back of the hand, typical of the period. The design is stitched in coloured silk with silver thread used for the foliage.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/2038566a-c213-32da-bdc3-a633b3f7ea1d","http://data.silknow.org/graph/vam","Pair of women's gloves made of white kid leather. They are of a short wrist length and are fastened on the inside of the wrist with a self covered button and button-hole. The fingers are made in 4 panels and have a triangular gusset between them. The thumb has an interlinked gusset with the palm. 

Flowers in pink, red, green and silver threads have been embroidered on the back.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/2038566a-c213-32da-bdc3-a633b3f7ea1d","http://data.silknow.org/graph/vam","Pair of women's gloves of kid leather, France, ca. 1830","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/a263c6ed-f78e-32e0-80d8-586042aeab06","http://data.silknow.org/graph/vam","Bag, embroidered canvas, 1600-1650, British; silks on metal ground with plaited strings tassels","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/a263c6ed-f78e-32e0-80d8-586042aeab06","http://data.silknow.org/graph/vam","Many decorative early 17th century bags survive, but it is not entirely certain how they were used and worn. They are too delicate and elaborate to serve as receptacles for money carried on one’s person on a daily basis.  Few commercial exchanges in the early 17th century required cash, and most household shopping was done by servants.  However, they were used as a form of gift-wrapping for the presents of coin that were offered as a New Year’s gifts to the monarch.  

These embroidered bags may also be the ‘sweet bags’ frequently listed in inventories and offered as gifts.  These held perfumed powder or dried flowers and herbs, and were perhaps applied to the nose like a pomander when necessary.

The pattern of roses, carnations, sweet peas, grapes and pomegranates is typical of English embroidery designs in the early 17th century.  Embroidery pattern books of the period feature a range of flowers and fruits, inspired by illustrated botanical books and herbals.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/a263c6ed-f78e-32e0-80d8-586042aeab06","http://data.silknow.org/graph/vam","A flat, square bag of linen worked in tent stitch with a ground of silver thread and floral pattern in coloured silks.  The bag is square with plaited silk drawstring, silver loops and finials, and lined with pale blue taffeta.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/58a058a0-8268-3644-8067-29ac2df07c87","http://data.silknow.org/graph/vam","Many decorative early 17th century bags survive, but it is not entirely certain how they were used and worn. They are too delicate and elaborate to serve as receptacles for money carried on one’s person on a daily basis.  Few commercial exchanges in the early 17th century required cash, and most household shopping was done by servants.  However, they were used as a form of gift-wrapping for the presents of coin that were offered as a New Year’s gifts to the monarch.  
  
These embroidered bags may also be the ‘sweet bags’ frequently listed in inventories and offered as gifts.  These held perfumed powder or dried flowers and herbs, and were perhaps applied to the nose like a pomander when necessary.

The pattern of pyramids is probably inspired by the first emblem of a pyramid or spire, illustrated in Geffrey Whitney, A Choice of Emblemes and Other Devises, 1586, and dedicated to Queen Elizabeth I.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/58a058a0-8268-3644-8067-29ac2df07c87","http://data.silknow.org/graph/vam","A flat square bag of linen ground with plaited silver thread and coloured silks in tent and cross stitches with Turk's Head knots. Unlined, the bag has a plaited drawstring, silver loops and finials","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/58a058a0-8268-3644-8067-29ac2df07c87","http://data.silknow.org/graph/vam","Bag, embroidered canvas, 1600-1650, British; silk, silver thread  pyramids & roses design","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/5b26d104-6dcd-3120-9815-b6a680600dd1","http://data.silknow.org/graph/vam","Bag, embroidered canvas, 1600-1650, British; coloured silks, silver loops, reproduction string","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/5b26d104-6dcd-3120-9815-b6a680600dd1","http://data.silknow.org/graph/vam","Many decorative early 17th century bags survive, but it is not entirely certain how they were used and worn. They are too delicate and elaborate to serve as receptacles for money carried on one’s person on a daily basis.  Few commercial exchanges in the early 17th century required cash, and most household shopping was done by servants.  However, they were used as a form of gift-wrapping for the presents of coin that were offered as a New Year’s gifts to the monarch.  

These embroidered bags may also be the ‘sweet bags’ frequently listed in inventories and offered as gifts.  These held perfumed powder or dried flowers and herbs, and were perhaps applied to the nose like a pomander when necessary.

The pattern of roses, carnations, pansies, strawberries, grapes and pomegranates is typical of English embroidery designs in the early 17th century.  Embroidery pattern books of the period feature a range of flowers and fruits, inspired by illustrated botanical books and herbals.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/5b26d104-6dcd-3120-9815-b6a680600dd1","http://data.silknow.org/graph/vam","A flat, square bag of linen worked in tent, plaited braid and heavy chain stitch with green silk ground and coloured flowers.  Silver thread loops and finials.  Once lined with pale blue silk; reproduction string.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/775cfa16-30da-3fba-acfe-810fcb808c28","http://data.silknow.org/graph/vam","Many decorative early 17th century bags survive, but it is not entirely certain how they were used and worn. They are too delicate and elaborate to serve as receptacles for money carried on one's person on a daily basis.  Few commercial exchanges in the early 17th century required cash, and most household shopping was done by servants.  However, they were used as a form of gift-wrapping for the presents of coin that were offered as a New Year's gifts to the monarch.  

These embroidered bags may also be the 'sweet bags' frequently listed in inventories and offered as gifts.  These held perfumed powder or dried flowers and herbs, and were perhaps applied to the nose like a pomander when necessary.

The pattern of flowers and fruits is typical of English embroidery designs in the early 17th century.  Embroidery pattern books of the period feature a range of flowers and fruits, inspired by illustrated botanical books and herbals.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/775cfa16-30da-3fba-acfe-810fcb808c28","http://data.silknow.org/graph/vam","Flat and square bag of embroidered linen canvas worked in tent stitch with a silver thread ground and floral pattern of coloured silks. The bag is lined with coral-pink silk, with a plaited silk drawstring, and silver loops and finials.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/775cfa16-30da-3fba-acfe-810fcb808c28","http://data.silknow.org/graph/vam","Bag of embroidered linen canvas with silk and silver threads, Great Britain, 1600-1650","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/f8953d24-1c85-3d55-befc-a5845eb5a6e6","http://data.silknow.org/graph/vam","Purse, embroidered canvas, 1600-1650, English; silk on silver ground, plaited silk strings","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/f8953d24-1c85-3d55-befc-a5845eb5a6e6","http://data.silknow.org/graph/vam","Many decorative early 17th century purses survive, but it is not entirely certain how they were used and worn. They are too delicate and elaborate to serve as receptacles for money carried on one’s person on a daily basis.  Few commercial exchanges in the early 17th century required cash, and most household shopping was done by servants.  However, they were used as a form of gift-wrapping for the presents of coin that were offered as a New Year’s gifts to the monarch.  

These embroidered purses may also be the ‘sweet bags’ frequently listed in inventories and offered as gifts.  These held perfumed powder or dried flowers and herbs, and were perhaps applied to the nose like a pomander when necessary.

The pattern of flowers and fruits is typical of English embroidery designs in the early 17th century.  Embroidery pattern books of the period feature a range of flowers and fruits, inspired by illustrated botanical books and herbals.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/f8953d24-1c85-3d55-befc-a5845eb5a6e6","http://data.silknow.org/graph/vam","Purse. English; first half 17th century. Linen canvas embroidered with silver-gilt and silver thread and silk in tent and plaited braid stitches with laid work. []","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/f8953d24-1c85-3d55-befc-a5845eb5a6e6","http://data.silknow.org/graph/vam","A flat square purse of linen couched with silver thread and worked in tent stitch with coloured silks in a floral pattern.  It is lined with pink silk taffeta and has a drawstring of plaited blue and pink silk with silver-gilt finials.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/a6aaffd0-cae9-3eb3-be32-c04c0dad87a2","http://data.silknow.org/graph/vam","Many decorative early 17th century bags survive, but it is not entirely certain how they were used and worn. They are too delicate and elaborate to serve as receptacles for money carried on one's person on a daily basis.  Few commercial exchanges in the early 17th century required cash, and most household shopping was done by servants.  However, they were used as a form of gift-wrapping for the presents of coin that were offered as a New Year's gifts to the monarch.  

These embroidered bags may also be the 'sweet bags' frequently listed in inventories and offered as gifts.  These held perfumed powder or dried flowers and herbs, and were perhaps applied to the nose like a pomander when necessary.

The pattern of flowers and fruits is typical of English embroidery designs in the early 17th century.  Embroidery pattern books of the period feature a range of flowers and fruits, inspired by illustrated botanical books and herbals.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/a6aaffd0-cae9-3eb3-be32-c04c0dad87a2","http://data.silknow.org/graph/vam","Flat square bag of embroidered linen canvas worked with a silver thread ground in tent stitch, with scrolls of plaited braid stitch in silver thread and flowers with petals of semi-detached buttonhole stitch in silk, silver thread and silver purl. The bag is lined with coral-pink silk, with plaited coral silk and silver drawstring, silver loops and coral silk tassels.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/a6aaffd0-cae9-3eb3-be32-c04c0dad87a2","http://data.silknow.org/graph/vam","Bag of embroidered linen canvas in silk and silver threads, Great Britain, 1625-1650","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/ab88ec12-cfa5-3b16-8c16-abe22e16dd98","http://data.silknow.org/graph/vam","Many decorative early 17th century bags survive, but it is not entirely certain how they were used and worn. They are too delicate and elaborate to serve as receptacles for money carried on one's person on a daily basis.  Few commercial exchanges in the early 17th century required cash, and most household shopping was done by servants.  However, they were used as a form of gift-wrapping for the presents of coin that were offered as a New Year's gifts to the monarch.  

These embroidered bags may also be the 'sweet bags' frequently listed in inventories and offered as gifts.  These held perfumed powder or dried flowers and herbs, and were perhaps applied to the nose like a pomander when necessary.

The pattern of flowers and fruits is typical of English embroidery designs in the early 17th century.  Embroidery pattern books of the period feature a range of flowers and fruits, inspired by illustrated botanical books and herbals.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/ab88ec12-cfa5-3b16-8c16-abe22e16dd98","http://data.silknow.org/graph/vam","Flat and square bag of hand-embroidered linen canvas worked in tent stitch with a silver thread ground and coloured silk flowers with silver foil and thread loop centres. The bag is lined in coral-pink silk. The silk drawstring is probably an replacement.

The design consists of four scrolling branches arranged as a quatrefoil with flowers inside each scroll, and flowers on either side.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/ab88ec12-cfa5-3b16-8c16-abe22e16dd98","http://data.silknow.org/graph/vam","Bag of embroidered linen canvas in silk and silver threads, Great Britain, 1600-1650","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/055d1034-68b4-3d62-92c5-fd783dd5f128","http://data.silknow.org/graph/vam","A flat, square bag of linen worked in tect stitch with silver thread ground and coloured silk scrolls, flowers and leaves.  The bag was once lined in coral-pink silk and once had a drawstring.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/055d1034-68b4-3d62-92c5-fd783dd5f128","http://data.silknow.org/graph/vam","Bag, embroidered canvas, 1600-1650, British; silk on silver ground, floral pattern","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/055d1034-68b4-3d62-92c5-fd783dd5f128","http://data.silknow.org/graph/vam","Many decorative early 17th century bags survive, but it is not entirely certain how they were used and worn. They are too delicate and elaborate to serve as receptacles for money carried on one’s person on a daily basis.  Few commercial exchanges in the early 17th century required cash, and most household shopping was done by servants.  However, they were used as a form of gift-wrapping for the presents of coin that were offered as a New Year’s gifts to the monarch.  

These embroidered bags may also be the ‘sweet bags’ frequently listed in inventories and offered as gifts.  These held perfumed powder or dried flowers and herbs, and were perhaps applied to the nose like a pomander when necessary.

The pattern of flowers and fruits is typical of English embroidery designs in the early 17th century.  Embroidery pattern books of the period feature a range of flowers and fruits, inspired by illustrated botanical books and herbals.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/ecda2165-e5a0-3b63-a784-98da936958f5","http://data.silknow.org/graph/vam","A flat square bag of linen with couched ground of silver thread, embroidered with silver-gilt purl, strip, thread and spangles.  The bag has silver loops, a silver and coral silk plaited drawstring and finials, and was once lined in pink silk","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/ecda2165-e5a0-3b63-a784-98da936958f5","http://data.silknow.org/graph/vam","Bag, embroidered linen, 1630-1650, British; silver & silver-gilt thread, purl, strip, with silk strings","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/ecda2165-e5a0-3b63-a784-98da936958f5","http://data.silknow.org/graph/vam","Many decorative early 17th century bags survive, but it is not entirely certain how they were used and worn. They are too delicate and elaborate to serve as receptacles for money carried on one’s person on a daily basis.  Few commercial exchanges in the early 17th century required cash, and most household shopping was done by servants.  However, they were used as a form of gift-wrapping for the presents of coin that were offered as a New Year’s gifts to the monarch.  

These embroidered bags may also be the ‘sweet bags’ frequently listed in inventories and offered as gifts.  These held perfumed powder or dried flowers and herbs, and were perhaps applied to the nose like a pomander when necessary.

The rather simplified pattern of flowers worked in heavy silver and silver-gilt threads  and dense texture of the embroidery on this example is characteristic of the period 1630 to 1650.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/11782615-8563-3005-a5f0-45506d40ca62","http://data.silknow.org/graph/vam","A number of beaded bags from the early 17th century survive.  Their stylized floral patterns and less expensive materials imitate the elaborate embroidered versions carried by the aristocracy.  Many bear mottos or expressions relating to charity, friendship or luck, which suggests that they may have been used for gifts of money.  This example is inscribed 'heare et is hit or miss'.

The development of the 'drawn-glass' technique about 1490 allowed the manufacture of large numbers of small, round, coloured beads with a central hole, of the type used in this purse. The glassworks on the island of Murano near Venice were the most famous during the Renaissance, but by the early 17th century the technology had spread to glass-making centres in Amsterdam and Bavaria.  Beads were produced mainly for trade with North America and Africa, but they were also sold in Europe for use in embroidery.

The expression 'hit or miss' is first recorded in the English language in William Shakespeare's play <i>Troilus and Cressida</i> published in 1606, where it has the same meaning of random luck that it has today.  The expression may have derived from a country dance also known as 'hit and miss', recorded as early as 1626.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/11782615-8563-3005-a5f0-45506d40ca62","http://data.silknow.org/graph/vam","Beaded leather bag, 1630s, British; inscribed 'heare et is hit or miss', acorn pattern","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/11782615-8563-3005-a5f0-45506d40ca62","http://data.silknow.org/graph/vam","A flat, square leather bag, covered with red, white, green, yellow and blue glass beads in a repeating pattern of stylized acorns.  It has silver thread loops, silk tassels and holes in the leather for a drawstring","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/1694cd1a-d1e7-3667-bfcf-f32a601c59fc","http://data.silknow.org/graph/vam","A flat, square bag of linen embroidered in rococo stitch with red and green silk thread in a repeating pattern of stylized flower in a lozenge.  The bag is lined with pink silk and has a drawstring of green, pink and blue silk, silver thread loops and silk tassels.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/1694cd1a-d1e7-3667-bfcf-f32a601c59fc","http://data.silknow.org/graph/vam","This bag dates from the mid-17th century and demonstrates a blend of old and new styles.  The flat, square format with silk drawstring is characteristic of bags from 1600 to about 1650.  However, the decoration reveals new fashions in embroidery.  The flat, even stitching and repeating pattern of a simplified flower in a lozenge are typical of embroidered purses of the period 1650-1700.   

The bag was probably intended to hold a keepsake, mirror, needlework tools or a gift of money, rather than everyday monetary use.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/1694cd1a-d1e7-3667-bfcf-f32a601c59fc","http://data.silknow.org/graph/vam","Embroidered linen bag, 1600s, British; silk thread, red flowers & green trellis","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/b2d9d4ac-6d80-3aa9-afc2-1a4bfb2755ea","http://data.silknow.org/graph/vam","A cylindrical bag of woven and plaited green silk, silver and silver-gilt threads.  The top has a knitted green silk border with eyelets and green silk drawstring","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/b2d9d4ac-6d80-3aa9-afc2-1a4bfb2755ea","http://data.silknow.org/graph/vam","Bag, plaited and knitted, 1700-1799, British; gold and silver whorls with green silk fastening.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/b2d9d4ac-6d80-3aa9-afc2-1a4bfb2755ea","http://data.silknow.org/graph/vam","The unusual techniques used to create this bag make it difficult to date.  No equivalent style is represented in the V&A’s collection, nor yet found in other museums.  Silver and silver-gilt threads form the circular base and the sides are made of green silk threads in a very open weave.  Around each intersection of green thread have been woven circles of silver or silver-gilt thread.  

The cylindrical shape of the bag is similar to those of the late 18th century, but the lavish use of metal threads more in keeping with early 18th-century needlework.  With its open texture and easily abraded materials, this bag was probably intended to hold a keepsake or to wrap a gift of money, rather than everyday monetary use.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/2ab4ac04-1cc7-3121-85c1-a0d13fa2f4a1","http://data.silknow.org/graph/vam","A flat, square bag of kidskin embroidered with red and green silk thread, silver thread, purl and spangles in a patter of stylized flowers and leaves.  It has a plaited drawstring of red and white silk thread, silver thread loops and finials.  The bag is unlined but has a small kidskin pouch inside with leather drawstring.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/2ab4ac04-1cc7-3121-85c1-a0d13fa2f4a1","http://data.silknow.org/graph/vam","Embroidered leather bag, 1635-1650, British; silk metal embroidery with silk strings","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/2ab4ac04-1cc7-3121-85c1-a0d13fa2f4a1","http://data.silknow.org/graph/vam","This kidskin bag with its simplified floral patterns imitates the elaborate embroidered versions carried by the aristocracy.  The flat, square format with a silk drawstring and tassels is characteristic of bags during the period 1600 to 1650.  Inside it has a small circular pouch closed with a leather drawstring. 

This may have been intended for carrying money on a regular basis, in contrast to bags made of more expensive materials.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/13f75cb3-c9c6-3cf0-8df6-858aebb9432e","http://data.silknow.org/graph/vam","A flat, pear-shaped linen bag embrodered in hollie stitch with pink, green, silver thread.  The bag is lined with white silk, edged with silver fringe and has a handle and finial of pink and green silk thread and silver thread.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/13f75cb3-c9c6-3cf0-8df6-858aebb9432e","http://data.silknow.org/graph/vam","Bag, embroidered, 1675-1700, British; Hollie stitch, pink & green silk with metal thread.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/13f75cb3-c9c6-3cf0-8df6-858aebb9432e","http://data.silknow.org/graph/vam","The pear-shaped form of this bag suggests a date in the late 17th century.  Also characteristic of this period is the flat texture of the embroidery.  The abstract repeating pattern is quite unusual, unlike the pictorial or naturalistic designs seen on other embroidered bags of the late 17th century.

With its open texture and easily abraded materials, this bag was probably intended to hold a keepsake or to wrap a gift of money, rather than everyday monetary use.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/5c3586fb-ef09-31a2-bfd8-8f6e595fb1fc","http://data.silknow.org/graph/vam","Gloves could serve several purposes in early 17th century Britain, apart from the obvious ones of protection and warmth.  Many were solely decorative, to display the wealth and status of their owner. They were worn in the hat or belt, as well as carried in the hand. Gloves were popular as gifts and were exchanged as a gesture of engagement or wedding present. In combat, a glove was thrown down as a gage, or challenge.

Decorative gloves were popular with England’s working class. In 1618 Horatio Busini, chaplain to the Venetian ambassador to England, wrote disapprovingly in a report on English customs:  “all wear very costly gloves.  This fashion of gloves is so universal that even the porters wear them very ostentatiously.”

The decoration of this pair is characteristic of the period 1615 to 1625 with couched embroidery in a stylised pattern and fringe of metal thread.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/5c3586fb-ef09-31a2-bfd8-8f6e595fb1fc","http://data.silknow.org/graph/vam","Pair of gloves, embroidered leather, 1615-1625, British; silver thread & purl, silver fringe","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/5c3586fb-ef09-31a2-bfd8-8f6e595fb1fc","http://data.silknow.org/graph/vam","A pair of kidskin gloves decorated at the cuff with couched silver purl and thread in a stylized floral pattern.  Each cuff is edged with pink silk ribbon and trimmed with silver fringe.   The gloves are lined with pale pink silk.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/f8d9e3b6-3a59-3a03-b6fa-509d4a28890a","http://data.silknow.org/graph/vam","Pair of men's gloves of kidskin dyed golden brown, with silver thread embroidery at the back of the hand extending around to the base of the thumb. The short curved cuff is reinforced inside with card or heavy paper, and lined with yellow silk. The gloves are trimmed with heavy fringe of silver-gilt thread, tassels and coils of purl.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/f8d9e3b6-3a59-3a03-b6fa-509d4a28890a","http://data.silknow.org/graph/vam","Gloves could serve several purposes in 17th century Britain, apart from the obvious ones of protection and warmth.  Many were solely decorative, to display the wealth and status of their owner. They were worn in the hat or belt, as well as carried in the hand. Gloves were popular as gifts and were exchanged as a gesture of engagement or wedding present. In combat, a glove was thrown down as a gage, or challenge.

Ornately embroidered gloves served official purposes, signifying the holding of a civic office or membership in the local freemanry. They were also a popular New Year’s gift to the monarch.   Gloves were frequently given as a sign of royal favour. The wardrobe accounts for William III for a single year record the making of more than 400 pairs of gloves. 

The short, curved cuff edged with a heavy fringe of precious metal thread, cord and tassels is typical of late 17th-century men’s gloves.","http://data.silknow.org/vocabulary/628"
"http://data.silknow.org/object/f8d9e3b6-3a59-3a03-b6fa-509d4a28890a","http://data.silknow.org/graph/vam","Pair of men's gloves of embroidered kidskin, Great Britain, 1680-1700.","http://data.silknow.org/vocabulary/628"
