"text","technique"
"Baúl rectangular con tapa semiesférica, ensayalado (recubierto de tela) en terciopelo rojo y guarnecido con piezas de hierro rematadas con una concha.   
La parte exterior de la pieza está recubierta por un tejido de terciopelo rojo, fijado a la estructura por medio de adhesivos. La tapa, el frente y los laterales están decorados con motivos decorativos y vegetales de hierro, claveteados a la estructura de madera. La caja está provista de tres cerraduras decoradas.  
El interior de la caja está forrado de raso de seda y damasco de color amarillo y rojo, formando motivos vegetales.   
El baúl comenzó a ser utilizado en España como mueble de guardar en la Edad Media. Las arcas y cofres ensayalados fueron empleados como muebles para guardar y transportar ropa y objetos preciosos de sus propietarios. Normalmente estaban recubiertos de telas bastas y enceradas para resistir las inclemencias del tiempo durante los viajes, aunque se conservan algunos ejemplares más ricos, realizados en terciopelo rojo o azul, colores muy apreciados por el elevado coste de sus tintes.  
Esta pieza fue realizada en Castilla entre el último cuarto del siglo XV y el primer cuarto del siglo XVI. En su decoración se han utilizado telas de diversa calidad y procedencia (algunas de ellas, repuestas), siendo las más antiguas las de la parte frontal. Los tejidos del interior de la pieza, aunque antiguos, son posteriores a la construcción del mueble. La decoración de las guarniciones metálicas es característica de las arcas y arquetas castellanas de transición al siglo XVI. Los clavos decorativos son originales.  
Se trata de una pieza de gran importancia, pues constituye uno de los escasos ejemplos de muebles ensayalados originales que han llegado hasta nosotros. Este tipo de muebles aparecían con frecuencia en los inventarios de bienes de personajes acomodados de finales de la Edad Media castellana. Especialmente importantes por su riqueza son los mencionados en la testamentaría de Isabel la Católica.","http://data.silknow.org/vocabulary/366"
"Edad Media   Edad Moderna","http://data.silknow.org/vocabulary/366"
"Edad Moderna   Dinastía Qing","http://data.silknow.org/vocabulary/366"
"Tejido labrado de seda rectangular, con fondo de raso de color granate y orillo con ligamento de tafetán en color rojo, amarillo, blanco y azul. Representa motivos vegetales y un águila coronada, de alas explayadas, que coge con las garras flechas que se hunden en un jarrón.","http://data.silknow.org/vocabulary/366"
"Reúne la simbología de los Austrias y de la orden de San Agustín.  
Aproximadamente a partir de la década de 1570 hay constancia de la fabricación de tejidos de seda en Macao para el uso de las cortes peninsulares, con temas decorativos aparentemente asociados a la Casa de Austria, dedicados especialmente a paramentos, así como de otras labores menos lujosas destinadas al consumo local, si bien estas manufacturas no están suficientemente documentadas.  
Bibliografía: Artiñano, Catálogo de la exposición de tejidos españoles anteriores a la introducción del Jacquard; nº 151.","http://data.silknow.org/vocabulary/366"
"Es un abanico muy singular: montado a la inglesa. El varillaje con escena europea y la factura del calado de tipo inglés. Pero a pesar de todo esto Maryse Volet afirma que está realizado en Cantón para la exportación.   
  
Bibliografía comparada:   
- Catálogo-Exposición :  ""Chine- Chinoiserie en Château de Maison"", Cercle de l´Eventail, París, 27-X- 2005 al  15- I - 2006, p.80, nº 53.  
-FILIPPINI SACHETTO, Amalia; TESTONI SASSI, Lidia: Un soffio di vanità. Ventagli da collezione private italiane .Roma.De Luca Edizioni d´Arte, 1999, p. 70, nº 19.  
- HUTT, Julia: ""Chinese fans from China"" en FANS from the east. London, Debrett´s Peerage, 1978, p.35, nº 14,  
- MERINO DE CÁCERES, Maruja: Orientals fans in the National Museum of Decorative Arts in Madrid. En: FANS, The Bulletin of Fan Circle International. Londres, 2007, nº 85 pp. 22-29","http://data.silknow.org/vocabulary/366"
"Dinastía Qing [1644-1911]","http://data.silknow.org/vocabulary/366"
"Abanico plegable.   
  
País: simple (""a la inglesa""), de raso de seda color rosa, pintado a la aguada en tonos azules y blanco.  
Varillaje (esqueleto): 20 varillas + 2  guardas de marfil, calado con ""grillé"" y grabado.  
Clavillo: remachado sobre virola de nácar con anilla de metal con otra más pequeña de la que pende un doble cordón de hilo de seda color rosa fuerte  con una borla con trabajo de pasamanería e hilos de seda del mismo color.  
  
Cara: escena cotidiana. Seis figuras, una mesa con el servicio del té. En el suelo diversos objetos chinos relacionados con el comercio; rollos...En ambos extremos decoración vegetal con grandes flores  y cenefa superior con motivos vegetales en azul y blanco.  
Revés: sin decoración y espigas o pajillas al aire.  
  
Fuente: cartela central con escena galante de tipo europeo con fondo de ""grillé"", el resto  con jarrones y flores.  
Revés: sin decoración.  
Guardas: figura en la parte superior con arquitectura, rocallas flores...","http://data.silknow.org/vocabulary/366"
"Por sus características técnicas y decorativas se puede incluir en el grupo de tejidos naturalistas. Los tejidos con este tipo datan del segundo cuarto del siglo XVIII y eran utilizados generalmente para la indumentaria. Son una muestra del gusto naturalista que, irradiando desde Francia, marcó las producciones textiles europeas desde 1730 a 1750. Se caracterizan por estar decorados con motivos florales y vegetales en los que se ha tratado de plasmar la variedad cromática, la armonía y las diferentes texturas de la naturaleza, en un intento de representar los motivos florales y vegetales del modo más realista posible, aunque en numerosas ocasiones se trate de formas inventadas, mezcla de varias especies, utilizando una gran riqueza de colorido y un ""rapport"" de grandes dimensiones. Las sedas tejidas, en competición con los bordados, se convirtieron en un muestrario inagotable de composiciones, donde las flores se disponen libremente sobre la superficie, o bien lo hacían recogidas en bouquets o entrelazados con cintas. Además, en las decoraciones de este tipo de tejidos también se solían incluir motivos frutales, animales o representaciones de carácter arquitectónico. Las características que definen a los tejidos naturalistas no se ciñen sólo al repertorio decorativo, sino que también se definen por el uso de procesos técnicos para conseguir la esfumatura cromática -que hasta entonces sólo se podía conseguir en los bordados- y el efecto tridimensional de los motivos a través del uso de las gradaciones del mismo color por trama (""point rentré""). Una de las características que los definen es la escala utilizada para representar los motivos de la naturaleza, que en la decoración de las sedas frecuentemente no son realistas. La mera presencia de flores en los diseños no es suficiente para identificar estilísticamente como tejidos ""naturalistas"", y la distinción decisiva entre los tejidos naturalistas de las década de 1730 y 1740 y otros tipos de modelos consiste más bien no tanto en la elección de los motivos como en el estilo en que se han representado. La mayoría fueron realizadas en Francia, principalmente en los talleres de Lyon, aunque el resto de manufacturas europeas trataron de imitarlas, por lo que resulta muy difícil identificar los lugares de producción, salvo que se hayan conservado las ""puestas en carta"". En el caso concreto de este tejido, aunque se trata de una pieza bicolor, la gran calidad de sus diseños permite atribuirlo a las manufacturas lionesas.","http://data.silknow.org/vocabulary/366"
"Época Luis XV   Edad Moderna   Barroco","http://data.silknow.org/vocabulary/366"
"Pieza de tejido de forma rectangular formada por cuatro fragmentos. Presenta algunas roturas. Conserva orillos [4 mm., formado por hilos de color azul celeste y blanco]. Sobre un fondo marrón se dispone una decoración en la que se suceden motivos florales y vegetales, y representaciones animales (un mono tocando una flauta, y un zorro que sostiene racímos de uvas). Las dimensiones del ""rapport"" son de 41.7x18 cm. Las dimensiones de la pieza no permiten conocer el ancho de telar.  
  
Ligamentos:  
-Raso de tres por urdimbre  
-Tramas liseré que ligan en sarga","http://data.silknow.org/vocabulary/366"
"Por las características que presenta a nivel técnico y decorativo se puede incluir en la serie de tejidos ""bizarros"". El término ""sedas bizarras"" hace referencia a los tejidos fabricados en Europa entre 1695 y 1720 que presentan una decoración compuesta por elementos fantásticos combinados con motivos exóticos, y que en ocasiones por su gran complejidad son casi indescriptibles. Los diseños, completamente originales respecto a las fórmulas compositivas utilizadas hasta entonces en las producciones europeas, se realizaban en su mayoría con una particular solución técnica consistente en combinar en el fondo el efecto lúcido-opaco del damasco, con decoraciones realizadas en hilo metálico dorado y plateado. Si bien la técnica no era nueva, en los tejidos bizarros se renovó al crear un doble plano de profundidad con la superposición de dos diseños diversos sólo en parte correlativos: uno de fondo obtenido a través del contraste de los efectos brillo-mate del damasco, y otro realizado con las tramas decorativas, con cuya combinación se buscaba conseguir distintos planos de profundidad. Además, en este tipo de tejido el uso de hilos metálicos dorados y plateados cambiaron en cierto sentido la idea tradicional de los tejidos ricos, evidenciando no tanto la cualidad de la materia, como la fineza técnica de su elaboración, y la fascinación misteriosa de su ornamentación. La renovación decorativa también implicó cambios en la gama cromática y en su combinación. Si el rojo se mantiene como el pigmento más valorado, que además estaba disponible en infinitos tonos, que iban del fucsia al coral y al rosa más tenue, los azules recuerdan a la porcelana y se empolvan, los amarillos se llenan de esfumaturas naranjas, y los verdes asumen tonos esmaltados. Los tejidos ""bizarros"" presentan una estructura decorativa en el interior de la cual generalmente es reconocible la distribución ordenada en filas, con los motivos contrapeados orientados a izquierda y derecha con un desarrollo vertical ondulado, en algunas ocasiones difícil de individualizar por la enorme riqueza de detalles. De hecho, las formas fantásticas, exóticas, geométricas o vagamente naturalistas, están dispuestas de manera libre, pero sobre todo adquieren dimensiones insólitas, aumentando notablemente la altura del ""rapport"". A la ambigüedad de las formas insólitas de la decoración principal hay que añadir la percepción del damasco, inquietante y nunca completo, visto y oculto por la incidencia de la luz sobre el tejido. A la hora de componer la decoración, los diseñadores también tenían en cuenta este factor estético que dependía del movimiento, por lo que en su mayoría estos tejidos estaban destinados a la indumentaria. La producción de estas telas fue característica de las manufacturas francesas, que inicialmente basaron sus diseños en los dibujos del arquitecto-decorador Daniel Marot, pero son también de gran calidad las producciones de centros italianos, como Venecia, Mesina o Palermo, que incorporaron las novedades decorativas y donde los tejidos se pueden reconocer también por algunas características técnicas. Por el gran tamaño de los motivos que componen su decoración se puede datar hacia 1690-1700.","http://data.silknow.org/vocabulary/305"
"Época Luis XIV   Edad Moderna   Barroco","http://data.silknow.org/vocabulary/305"
"Tejido rectangular compuesto por tres fragmentos. Sobre un fondo adamascado de color marrón decorado con motivos vegetales se disponen, en registros horizontales, motivos abstractos formados por elementos vegetales [rocalla], frutales [granada] y florales realizados en hilo metálico perfectamente alineados entre si. Las dimensiones de la pieza impiden conocer el ancho del telar. Las dimensiones del ""rapport"" son de 72 cm. de altura y 18´5 cm. de ancho. Conserva un orillo (6 mm. de anchura, consiste en una sucesión de cinco bandas en color blanco, beige y blanco).   
  
Ligamentos:  
- Raso de 5 por urdimbre [base]  
- Gro de Tours [decoración]  
- Espolinado de tramas dobles de hilo metálico muy fino dorado y plateado, y tramas de hilo metálico torsionado dorado y plateado, que ligan en sarga [decoración]","http://data.silknow.org/vocabulary/305"
"Época Luis XV   Edad Moderna   Barroco","http://data.silknow.org/vocabulary/305"
"Por sus características técnicas y decorativas se puede incluir en el grupo de tejidos naturalistas. Los tejidos con este tipo datan del segundo cuarto del siglo XVIII y eran utilizados generalmente para la indumentaria. Son una muestra del gusto naturalista que, irradiando desde Francia, marcó las producciones textiles europeas desde 1730 a 1750. Se caracterizan por estar decorados con motivos florales y vegetales en los que se ha tratado de plasmar la variedad cromática, la armonía y las diferentes texturas de la naturaleza, en un intento de representar los motivos florales y vegetales del modo más realista posible, aunque en numerosas ocasiones se trate de formas inventadas, mezcla de varias especies, utilizando una gran riqueza de colorido y un ""rapport"" de grandes dimensiones. Las sedas tejidas, en competición con los bordados, se convirtieron en un muestrario inagotable de composiciones, donde las flores se disponen libremente sobre la superficie, o bien lo hacían recogidas en bouquets o entrelazados con cintas. Además, en las decoraciones de este tipo de tejidos también se solían incluir motivos frutales, animales o representaciones de carácter arquitectónico. Las características que definen a los tejidos naturalistas no se ciñen sólo al repertorio decorativo, sino que también se definen por el uso de procesos técnicos para conseguir la esfumatura cromática -que hasta entonces sólo se podía conseguir en los bordados- y el efecto tridimensional de los motivos a través del uso de las gradaciones del mismo color por trama (""point rentré""). Una de las características que los definen es la escala utilizada para representar los motivos de la naturaleza, que en la decoración de las sedas frecuentemente no son realistas. La mera presencia de flores en los diseños no es suficiente para identificar estilísticamente como tejidos ""naturalistas"", y la distinción decisiva entre los tejidos naturalistas de las década de 1730 y 1740 y otros tipos de modelos consiste más bien no tanto en la elección de los motivos como en el estilo en que se han representado. La mayoría fueron realizadas en Francia, principalmente en los talleres de Lyon, aunque el resto de manufacturas europeas trataron de imitarlas, por lo que resulta muy difícil identificar los lugares de producción, salvo que se hayan conservado las ""puestas en carta"". Por la excelente calidad cromática de la representación, llena de matices, con la que se ha logrado una convincente sensación de volumen de gran veracidad, se puede atribuir a talleres lioneses, probablemente a la manufactura de Jean Revel, y datar en la década de 1730.","http://data.silknow.org/vocabulary/305"
"Fragmento rectanbular de tejido. Sobre un fondo beige se desarrolla una decoración formada por motivos florales de gran tamaño realizados en seda de distintos colores. Las dimensiones de la pieza impiden conocer el ancho de telar y el ""rapport"". Conserva un orillo (1 cm., verde).  
  
Ligamentos:  
-Raso de 3 por urdimbre para el fondo  
-Tafetán  
-Tramas liseré blancas que ligan en sarga  
-Tramas espolinadas que ligan en sarga","http://data.silknow.org/vocabulary/305"
"Por sus características técnicas y decorativas podemos incluirlo dentro del grupo de tejidos bizarros. El término ""sedas bizarras"" hace referencia a los tejidos fabricados en Europa entre 1695 y 1720 que presentan una decoración compuesta por elementos fantásticos combinados con motivos exóticos, y que en ocasiones por su gran complejidad son casi indescriptibles. Los diseños, completamente originales respecto a las fórmulas compositivas utilizadas hasta entonces en las producciones europeas, se realizaban en su mayoría con una particular solución técnica consistente en combinar en el fondo el efecto lúcido-opaco del damasco, con decoraciones realizadas en hilo metálico dorado y plateado. Si bien la técnica no era nueva, en los tejidos bizarros se renovó al crear un doble plano de profundidad con la superposición de dos diseños diversos sólo en parte correlativos: uno de fondo obtenido a través del contraste de los efectos brillo-mate del damasco, y otro realizado con las tramas decorativas, con cuya combinación se buscaba conseguir distintos planos de profundidad. Además, en este tipo de tejido el uso de hilos metálicos dorados y plateados cambiaron en cierto sentido la idea tradicional de los tejidos ricos, evidenciando no tanto la cualidad de la materia, como la fineza técnica de su elaboración, y la fascinación misteriosa de su ornamentación. La renovación decorativa también implicó cambios en la gama cromática y en su combinación. Si el rojo se mantiene como el pigmento más valorado, que además estaba disponible en infinitos tonos, que iban del fucsia al coral y al rosa más tenue, los azules recuerdan a la porcelana y se empolvan, los amarillos se llenan de esfumaturas naranjas, y los verdes asumen tonos esmaltados. Los tejidos ""bizarros"" presentan una estructura decorativa en el interior de la cual generalmente es reconocible la distribución ordenada en filas, con los motivos contrapeados orientados a izquierda y derecha con un desarrollo vertical ondulado, en algunas ocasiones difícil de individualizar por la enorme riqueza de detalles. De hecho, las formas fantásticas, exóticas, geométricas o vagamente naturalistas, están dispuestas de manera libre, pero sobre todo adquieren dimensiones insólitas, aumentando notablemente la altura del ""rapport"". A la ambigüedad de las formas insólitas de la decoración principal hay que añadir la percepción del damasco, inquietante y nunca completo, visto y oculto por la incidencia de la luz sobre el tejido. A la hora de componer la decoración, los diseñadores también tenían en cuenta este factor estético que dependía del movimiento, por lo que en su mayoría estos tejidos estaban destinados a la indumentaria. La producción de estas telas fue característica de las manufacturas francesas, que inicialmente basaron sus diseños en los dibujos del arquitecto-decorador Daniel Marot, pero son también de gran calidad las producciones de centros italianos, como Venecia, Mesina o Palermo, que incorporaron las novedades decorativas y donde los tejidos se pueden reconocer también por algunas características técnicas. En el caso concreto de este tejido, por la importancia de los motivos florales y el gran naturalismo con el que están representados se puede datar entre 1715 y 1720, etapa de  transición entre los bizarros y los tejidos naturalistas. La presencia de amplias áreas de la decoración realizadas con hilo metálico que recubre casi toda la superficie y el uso de una gama cromática muy ligera en las tramas espolinadas nos permite identificarlo como un tejido denominado ""ganzo"", típico de las producciones venecianas.","http://data.silknow.org/vocabulary/305"
"Época Luis XIV   Edad Moderna   Barroco","http://data.silknow.org/vocabulary/305"
"Pieza formada por tres fragmentos de tejido, unidos entre sí sin que coincidan los motivos decorativos. Sobre un fondo salmón se dispone una decoración de motivos florales y vegetales y formas geométricas realizadas en seda de colores e hilos metálicos. Las dimensiones de la pieza impiden conocer las medidas del ancho de telar y del ""rapport"". Conserva uno de los orillos (5 mm. anchura, bandas verticales blancas y verdes).  
  
Ligamentos:  
-Raso de 3 por urdimbre  
-Tramas liseré de seda e hilo metálico que ligan en sarga  
-Tramas espolinadas que ligan en sarga  
-Briscado","http://data.silknow.org/vocabulary/305"
"Fragmento textil, con la ornamentación distribuída en bandas horizontales de raso color crema y realizada con bastas largas de trama suplementaria que cambia dando lugar por el revés a bandas de distintos colores: marrón,  verde, amarillo y azul. El fondo es de tafetán  de  color azul con terminación moaré.","http://data.silknow.org/vocabulary/366"
"Edad Contemporánea   Edad Moderna","http://data.silknow.org/vocabulary/366"
"Edad Contemporánea","http://data.silknow.org/vocabulary/366"
"Fragmento textil con doble urdimbre de hilo amarillo y rosa. Doble trama de cáñamo rosa y seda amarilla. El fondo es amarillo y la decoración rosa. El ligamento es de raso. Presenta dos orillos cosidos a un lienzo. Los motivos, de carácter floral, se repiten de forma simétrica a través de una red de rombos","http://data.silknow.org/vocabulary/366"
"Por sus características técnicas y decorativas se puede incluir en el grupo de tejidos naturalistas. Los tejidos con este tipo datan del segundo cuarto del siglo XVIII y eran utilizados generalmente para la indumentaria. Son una muestra del gusto naturalista que, irradiando desde Francia, marcó las producciones textiles europeas desde 1730 a 1750. Se caracterizan por estar decorados con motivos florales y vegetales en los que se ha tratado de plasmar la variedad cromática, la armonía y las diferentes texturas de la naturaleza, en un intento de representar los motivos florales y vegetales del modo más realista posible, aunque en numerosas ocasiones se trate de formas inventadas, mezcla de varias especies, utilizando una gran riqueza de colorido y un ""rapport"" de grandes dimensiones. Las sedas tejidas, en competición con los bordados, se convirtieron en un muestrario inagotable de composiciones, donde las flores se disponen libremente sobre la superficie, o bien lo hacían recogidas en bouquets o entrelazados con cintas. Además, en las decoraciones de este tipo de tejidos también se solían incluir motivos frutales, animales o representaciones de carácter arquitectónico. Las características que definen a los tejidos naturalistas no se ciñen sólo al repertorio decorativo, sino que también se definen por el uso de procesos técnicos para conseguir la esfumatura cromática -que hasta entonces sólo se podía conseguir en los bordados- y el efecto tridimensional de los motivos a través del uso de las gradaciones del mismo color por trama (""point rentré""). Una de las características que los definen es la escala utilizada para representar los motivos de la naturaleza, que en la decoración de las sedas frecuentemente no son realistas. La mera presencia de flores en los diseños no es suficiente para identificar estilísticamente como tejidos ""naturalistas"", y la distinción decisiva entre los tejidos naturalistas de las década de 1730 y 1740 y otros tipos de modelos consiste más bien no tanto en la elección de los motivos como en el estilo en que se han representado. La mayoría fueron realizadas en Francia, principalmente en los talleres de Lyon, aunque el resto de manufacturas europeas trataron de imitarlas, por lo que resulta muy difícil identificar los lugares de producción, salvo que se hayan conservado las ""puestas en carta"". En el caso concreto de esta pieza, la riqueza cromática ha sido sustituida por el juego conseguido con la combinación de la seda con distintos tipos de hilos metálicos dorados y plateados.","http://data.silknow.org/vocabulary/305"
"Manto de imagen vestidera, formado por dos fragmentos de tejido, y rematado en todo su perímetro por un encaje metálico (2.3 cm. altura). Conserva el forro, de color azul. Sobre un fondo de color marrón se disponen motivos decorativos geométricos,  y florales y vegetales de tres tipos, ordenados en filas y dispuestos de forma contrapeada, realizados en distintos tipos de hilo metálico dorado y plateado.   
  
Ligamentos:  
-Raso de 3 por urdimbre  
-Tramas liseré en marrón para el perfil de las formas florales  
-Tramas espolinadas en hilo metálico dorado y plateado que ligan en sarga  
-Briscado","http://data.silknow.org/vocabulary/305"
"Época Luis XV   Edad Moderna   Barroco","http://data.silknow.org/vocabulary/305"
"Cojín en seda bordada de diversos colores sobre fondo beige. De forma cuadrada, está rematado por un cordón retorcido de cabos de seda de diversos colores. De cada esquina, pende una borla formada igualmente por los mismos cabos. Decoración con una escena ricamente decorada con variedad de árboles, flores y pájaros y cuyo tema principal se centra en un animal de aspecto leonino que observa otro semejante a él pero más pequeño.","http://data.silknow.org/vocabulary/366"
"Dinastía Qing   Arte Chino","http://data.silknow.org/vocabulary/366"
"El animal que aparece como tema central es la representación tipológica característica del león en Extremo Oriente, especialmente en China. En este caso aparece en su variedad de ""leona jugando con su leoncillo"" que se relaciona con el  Yang o principio positivo. Además está íntimamente relacionado con el budismo, que lo introdujo en China como difusor de las leyes y de los edificios sagrados, es un animal protector.","http://data.silknow.org/vocabulary/366"
"El vestido está formado por dos prendas: una falda y un cuerpo, ambas confeccionadas en el mismo tejido. Éste presenta franjas verticales de distintos anchos en color negro y violeta combinado moaré de seda, satén y un derivado del tafetán. La falda, compuesta por cinco paños, es amplia y está fruncida a la cintura mediante una cinturilla de la misma tela, puesta en sentido de la trama con dos pares de corchetes metálicos. Está forrada de una tarlatana blanca, algodón con apresto, que la parte inferior se recubre de una cinta de algodón encerado marrón. Material en el que se ha realizado el bolsillo que aparece en el lado derecho. El cuerpo se ciñe a la cintura de la cual parte un faldón corto. La manga, con largo hasta el codo, es de tipo pagoda. Esta prenda queda abierta en el delantero, lo que nos indica que se llevaría  sobre una blusa a modo de chaqueta. Ambos lados se unen mediante dos cintas colocadas bajo el pecho y bajo el estómago, con tres pares de corchetes metálicos sobre las que se aplican sendos lazos de varias combinaciones de satén de seda negro con figuras geométricas en violeta. Del lazo situado en la zona inferior parten dos cintas, un motivo que se repite en la espalda a la altura de la cintura. Dos elementos se aplican a modo decorativo. Por un lado, una cinta de moaré negro y violeta enmarcada por una greca también violeta, recorre el perímetro del escote continuando por el faldón y forma una ""v"" en la espalda que pasa por los hombros para formar dos líneas verticales en el delantero. De esta línea parte el segundo elemento, un volante de encaje de bolillos negro terminado en ondas, que también vemos en el perímetro de las bocamangas y en el faldón. El cuerpo, armado mediante ocho ballenas de cuerno, presenta un forro de algodón encerado marrón excepto en las mangas, donde se coloca una seda blanca.","http://data.silknow.org/vocabulary/366"
"Edad Contemporánea","http://data.silknow.org/vocabulary/366"
"Nos encontramos ante un vestido de transición entre dos estilos diferentes, el romántico y la moda del polisón, por lo que podemos encontrar características de ambos periodos. De mediados del siglo permanecen los distintos rasgos: la manga de tipo pagoda, el escote abierto, la línea redondeada de los hombros, la concentración decorativa del cuerpo, y los motivos decorativos del lazo y encajes. No obstante, vemos como en la falda, aún sencilla y sin decoración, se anuncia la nueva moda. Se ha reducido el diámetro del ruedo, resultando una falda recta en el delantero y en la que el volumen se concentra en la zona posterior. Un volumen todavía pequeño al carecer de los drapeados, asimetrías y decoración recargada a base de pasamanerías, que predominarán más adelante.  
El Romanticismo define una nueva silueta con faldas acampanadas, bajo las que se dispone una estructura de aros denominada miriñaque. Este volumen evoluciona desde la circunferencia, hacia la elipse. En estos momentos se generalizan los tejidos llamados de novedad, entre los que destacan los de seda (lisos, listados o a cuadros), conseguidos por el teñido de hilos y los labrados con pequeños motivos. En la década de 1840 con el término miriñaque se denominaba a las enaguas hechas de crin de caballo tejido con lino resistente. Después de los 50 se designa a la enagua con armazón de aros metálicos o de ballena, o cualquier falda ancha que llevara uno de estos armazones. El desarrollo del cable de acero, los avances en la industria textil y el uso de las máquinas de coser facilitaron que el miriñaque fuese todavía más grande. Tampoco hay que olvidar que la mejora de los telares y tintes también hizo posible una amplia variedad y cantidad de materiales para las faldas.  
En estos momentos, la calle se transforma en un ámbito muy apropiado para la exhibición. Los paseos a pie imponen unos trajes adecuados para moverse cómodamente. A estos trajes se les denomina Trajes de Calle. Asociados al traje de calle encontramos accesorios y complementos, como sombreros, guantes y sombrillas.","http://data.silknow.org/vocabulary/366"
"Fragmento de tejido en seda roja e hilos dorados, formando fondo de triángulos alternos entre los que aparecen formas estrelladas y florones. En el reverso, restos de papel.","http://data.silknow.org/vocabulary/305"
"Edad Moderna","http://data.silknow.org/vocabulary/305"
"Barroco   Época Luis XIV   Edad Moderna","http://data.silknow.org/vocabulary/305"
"Fragmento de forma muy irregular, de seda azul con hilos metálicos dorados. Decoración vegetal con hojas de diversas formas y tamaños, un pájaro y edificio con bandera, ramas, etc.","http://data.silknow.org/vocabulary/305"
"La técnica utilizada y los motivos decorativos de carácter fantástico que adornan el tejido permiten adscribirlo al grupo de tejidos bizarros. El término ""sedas bizarras"" hace referencia a los tejidos fabricados en Europa entre 1695 y 1720 que presentan una decoración compuesta por elementos fantásticos combinados con motivos exóticos, y que en ocasiones por su gran complejidad son casi indescriptibles. Los diseños, completamente originales respecto a las fórmulas compositivas utilizadas hasta entonces en las producciones europeas, se realizaban en su mayoría con una particular solución técnica consistente en combinar en el fondo el efecto lúcido-opaco del damasco, con decoraciones realizadas en hilo metálico dorado y plateado. Si bien la técnica no era nueva, en los tejidos bizarros se renovó al crear un doble plano de profundidad con la superposición de dos diseños diversos sólo en parte correlativos: uno de fondo obtenido a través del contraste de los efectos brillo-mate del damasco, y otro realizado con las tramas decorativas, con cuya combinación se buscaba conseguir distintos planos de profundidad. Además, en este tipo de tejido el uso de hilos metálicos dorados y plateados cambiaron en cierto sentido la idea tradicional de los tejidos ricos, evidenciando no tanto la cualidad de la materia, como la fineza técnica de su elaboración, y la fascinación misteriosa de su ornamentación. La renovación decorativa también implicó cambios en la gama cromática y en su combinación. Si el rojo se mantiene como el pigmento más valorado, que además estaba disponible en infinitos tonos, que iban del fucsia al coral y al rosa más tenue, los azules recuerdan a la porcelana y se empolvan, los amarillos se llenan de esfumaturas naranjas, y los verdes asumen tonos esmaltados. Los tejidos ""bizarros"" presentan una estructura decorativa en el interior de la cual generalmente es reconocible la distribución ordenada en filas, con los motivos contrapeados orientados a izquierda y derecha con un desarrollo vertical ondulado, en algunas ocasiones difícil de individualizar por la enorme riqueza de detalles. De hecho, las formas fantásticas, exóticas, geométricas o vagamente naturalistas, están dispuestas de manera libre, pero sobre todo adquieren dimensiones insólitas, aumentando notablemente la altura del ""rapport"". A la ambigüedad de las formas insólitas de la decoración principal hay que añadir la percepción del damasco, inquietante y nunca completo, visto y oculto por la incidencia de la luz sobre el tejido. A la hora de componer la decoración, los diseñadores también tenían en cuenta este factor estético que dependía del movimiento, por lo que en su mayoría estos tejidos estaban destinados a la indumentaria. La producción de estas telas fue característica de las manufacturas francesas, que inicialmente basaron sus diseños en los dibujos del arquitecto-decorador Daniel Marot, pero son también de gran calidad las producciones de centros italianos, como Venecia, Mesina o Palermo, que incorporaron las novedades decorativas y donde los tejidos se pueden reconocer también por algunas características técnicas. Por el pequeño tamaño de los elementos decorativos y su disposición ordenada se puede datar a comienzos del siglo XVIII.","http://data.silknow.org/vocabulary/305"
"Fragmento de tejido de forma cuadrada, compuesto por tres piezas (dos fragmentos grandes y uno pequeño triangular), unido entre sí por medio de un adhesivo, de modo que coinciden las uniones de los motivos decorativos. Sobre fondo verde, se disponen flores de manera contrapuesta de pequeño tamaño y muy esquemático, de color beige. Carece de orillos y por el tamaño no es posible establecer el ancho de telar. Las dimensiones del ""rapport"" de la decoración son de 9 por 9 cm. En el reverso conserva restos de papel y adhesivo de un soporte antiguo.  
  
Ligamentos:  
-Raso de cinco por urdimbre para el fondo [base]  
-Tramas liseré en blanco -seda en su color- y beige para las flores [decoración]","http://data.silknow.org/vocabulary/305"
