"text","visual_item"
"La pieza tiene forma irregular y está formada por dos fragmentos de tejido, unidos entre sí con la decoración contrapuesta. Sobre fondo azul, las formas de encaje y vegetales están realizadas en blanco -seda en su color- y se disponen sobre un fondo adamascado también decorado con motivos vegetales. La decoración se completa con distintas formas florales realizadas en color amarillo, rosa claro y salmón.  Las dimensiones de la pieza impiden apreciar el ""rapport"" de la decoración o las dimensiones del ancho de telar. Conserva uno de los orillos (tiene 2 mm. de anchura, en color blanco y azul).   
  
Ligamentos :  
-Raso de tres por urdimbre en color azul [base]  
-Tramas liseré en azul [decoración]  
-Tramas liseré que ligan en sarga de color blanco [decoración]  
-Tramas espolinadas en seda STA amarilla, rosa claro y salmón para flores [decoración]","http://data.silknow.org/vocabulary/744"
"Época Luis XIV   Edad Moderna   Barroco","http://data.silknow.org/vocabulary/744"
"Edad Moderna","http://data.silknow.org/vocabulary/744"
"Fragmento textil de forma rectangular de damasco de seda bicolor. Decoración compuesta de motivos vegetales que parecen ir incluidos dentro de una red. Color rojo y seda en su color.","http://data.silknow.org/vocabulary/744"
"Posiblemente perteneciente a indumentaria del Niño Jesús.","http://data.silknow.org/vocabulary/744"
"Vestido de damasco de seda en su color, con ligamento de base de raso. Rematado en su parte baja por una puntilla ancha realizada con hilos metálicos de color dorado. Decorado con motivos vegetales.","http://data.silknow.org/vocabulary/744"
"Edad Moderna","http://data.silknow.org/vocabulary/744"
"Edad Contemporánea","http://data.silknow.org/vocabulary/744"
"Tapete de encaje, de forma circular, con círculo central remarcado. De color beige, con motivos vegetales y florales.","http://data.silknow.org/vocabulary/744"
"Edad Moderna","http://data.silknow.org/vocabulary/745"
"Alfombra-tapiz bordada a hilos tendidos (punto de Hungría) en sedas lasas.  Con motivos geométricos en distintos colores, a modos de rombos irregulares, en toda su superficie.","http://data.silknow.org/vocabulary/745"
"Edad Moderna","http://data.silknow.org/vocabulary/750"
"Terciopelo similar al de el terno y capa de don Fadrique de Portugal, del museo de la Catedral de Segovia (en ""El arte en la época del Tratado de Tordesillas"", catálogo de la exposición, 1994, pp. 260-261). En la colección del museo se conserva otro fragmento del mismo tejido (inv. 23248).  
Tienen un paralelo en la colección de los Musée royaux d´Art et d´Histoire de Bruselas (Herrea, I., 1901, Collection d´Anciennes Étoffes, nº 127, p. 67 y 69)","http://data.silknow.org/vocabulary/750"
"Frontal de cuatro piezas. Motivos de florones trazados con perfiles de terciopelo y largas hojas apuntadas dispuestas en composición simétrica.","http://data.silknow.org/vocabulary/750"
"Edad Contemporánea","http://data.silknow.org/vocabulary/759"
"Forma rectangular, tapas unidas entre sí por el lomo con un tafilete negro. Cara superior más decorada que la posterior. Forrado con moaré en el interior, con bolsillo en el reverso de la tapa anterior para tarjetas (faltan el bloc de notas y el lapicero).","http://data.silknow.org/vocabulary/759"
"Edad Contemporánea","http://data.silknow.org/vocabulary/768"
"Tapa superior de nácar a base de placas de forma romboidal. La inferior lisa. Lomo de terciopelo. Bolsillo interior forrado de moaré, al igual que las tapas, el bloc de notas y los soportes de lápiz. Portaminas con mango de pasta: conserva la mina.  El bloc de notas se sujeta al lomo con un hilo blanco trenzado: las primeras hojas y las últimas del bloc están pegadas.","http://data.silknow.org/vocabulary/768"
"Edad Contemporánea","http://data.silknow.org/vocabulary/785"
"Cuello redondo, a la caja pero de estructura rectangular, en diversos colores: amarillo, azul y rosa, con decoración de rosetas estilizadas.","http://data.silknow.org/vocabulary/785"
"Edad Moderna","http://data.silknow.org/vocabulary/759"
"Dos fragmentos de tejido de forma rectangular de seda. Se trata de un pekín o una bayadera. Sobre un ligamento de base tafetán de color salmón con efecto moaré, presenta una decoración de motivos florales inscritos en bandas verticales paralelas a base de tramas espolinadas sobre fondo blanco flanqueados por franjas salmón y a su vez por otras con pequeños motivos en forma de V, delimitados por una línea azul. El fragmento 1 conserva un orillo  
  
Ligamentos:  
tafetán [base]  
tramas lanzadas espolinadas para la decoración [decoración]","http://data.silknow.org/vocabulary/759"
"Edad Moderna","http://data.silknow.org/vocabulary/759"
"Fragmento textil de forma rectangular, de seda en su color. Decoración compuesta por franjas de seda labrada en su color, con pequeños ramos de flores en sentido vertical en colores azul y verde. Orillos en color salmón y seda en su color.","http://data.silknow.org/vocabulary/759"
"Retrat del Papa Lleó XIII en medalló oval, rodejat de fulles i lliris blancs.
A la part superior central hi ha el seu escut, i a la part inferior una cartela amb el seu nom.
Rodegen el retrat quatre medallons amb la representació de la tiara papal.
Inscripcions: A la part superior: "" LUMEN IN CAELO"". A la part inferior central: ""S.S. LEON XIII"". A la part Inferior: "" Hommage de l'institut technique Roubaisien"".","http://data.silknow.org/vocabulary/743"
"vellut tallat llavorat de 2 cossos, espolinat, brocat","http://data.silknow.org/vocabulary/743"
"Posible fragment de coixí o catifa de pregaria, de vellut dit de ""Brousse"" o ""Scutari"", amb que es denominaven els velluts fets a Bursa (Turquia), ""Scutari"" també s'ha utilitzat com a sinònim dels velluts otomans (Istambul).","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius
- ample de peça : 53 cm","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius.","http://data.silknow.org/vocabulary/743"
"conserva els 2 vorvaius","http://data.silknow.org/vocabulary/743"
"Model ""VALÈNCIA"" de l'empresa valenciana ""Garín"". Inspirat en una tela del període de Lluis XIV. Primer es va teixir en domàs i després es va realitzar en fons domàs i treball d'espolí. .","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius
- densitat d'ordit: 32 fils/cm.
- densitat de trama: 33 passades/cm.
- ample de peça: 74 cm.
- voraviu: 0,4 cm. (tafetà, ordit color groc i trama color cru).","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"densitat d'ordit: 110 fils/cm.
- densitat de trama: 20 passades/cm.
- ample de peça: 33,5 cm.
- voraviu: 0,2 cm.","http://data.silknow.org/vocabulary/743"
"AMPLIACIÓ TÉCNICA:
- densitat d'ordit: 110 fils/cm.
- densitat de trama: 41 passades/cm.","http://data.silknow.org/vocabulary/743"
"densitat d'ordit: 112 fils/cm.
- densitat de trama: 41 passades/cm.
- ample de peça: 50 cm.
- voraviu: 0,8 cm.","http://data.silknow.org/vocabulary/743"
"densitat d'ordit: 38 fils/cm.
- densitat de trama: 31 passades/cm.
- voraviu: 0,4 cm. (tafetà de seda cru i estampat).","http://data.silknow.org/vocabulary/743"
"a la imatge sembla apreciar-se que es conserva el voraviu de l'esquerra","http://data.silknow.org/vocabulary/743"
"Banda que presenta un motiu vegetal estilitzat emmarcat per rombes, que es van repetin al llarg del teixit. El fons és de color cru i els elements són brodats en blau.","http://data.silknow.org/vocabulary/743"
"Fragment de banda formada per una sanefa central, emmarcada per dalt i per baix per una sanefa més estreta amb motius vegetals.·La sanefa central presenta dos ocells afrontats que flanquegen la representació del que podria ser l'arbre de la vida, alternant-se amb una altra representació de l'arbre de la vida. Aquests dos motius es van repetint al llarg del teixit.","http://data.silknow.org/vocabulary/743"
"Banda de lli brodada, de la segona meitat del s.XVI. Potser portuguesa o castellana per la grafia de les paraules que hi apareixen.
El fons de la peça és de color beix i la decoració és brodada “en reserva” amb seda de color verd. S’han representat de forma al•legòrica 3 de les virtuts cardinals: Prudència, Fortalesa, Temprança i la virtut teologal de l’Esperança. Cada virtut munta sobre un animal concret, porta l’atribut que li correspon i du escrit el seu nom als baixos de la roba que vesteix.
Les figures van en filera. La primera i segons el que du escrit, és la Prudència però se l’ha representat amb l’atribut de la Fe (un rostre davant seu que representa a Déu que la guia), cavalca un unicorn. La segueix la Esperança amb una ancora sobre l'espatlla i el seu animal és un cavall. A continuació la Temprança, sobre un cérvol, vesant vi des d’una petita gerra a una copa i tancant la comitiva la Fortalesa carregant una columna i muntant un lleó. Entre cada figura hi ha motius vegetals molt estilitzats i de gran mida.
Tot el perímetre va resseguit per un fi treball de punta al coixí.","http://data.silknow.org/vocabulary/743"
"conserva part dels voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"Descripció tècnica a partir de les peces del Covent de San Lorenzo del Escorial, núm. 10050177 i 10051222 (dossier ""Jornades sobre sederies bizarreµ, Madrid, setembre 2000):
- denominació : Domàs gros de Tours à liage repris, amb treball de trama liseré i trama espolinada
- construcció interna : fons de setí de 8 e.3, decoració en gros de Tours de 2 fils. Treball de les trames en efecte liseré i espolinat sobre el fons setí, lligades en sarja de 3, S, per 1 de cada 6 fils de l'ordit.
- ordit : organzina, S. densitat : 120 fils/cm
- trama : trama de fons : fil de seda; trama decoració: fil d'or entorxat sobre fil doble de seda groga, S + fil d'or arrissat + sedes en diferents colors; proporció 2/1 i densitat : 17-15 passades/cm
- ample de peça : 55,5 cm comptant els dos voravius
- total de fils d'ordit : 6672
- núm. de mallons : 840
- altres mides : alt de la fulla de decoració : 14 cm; distancia de fulla a fulla 11,5 cm; distancia de trompeta a trompeta : 34 cm
- conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva petits fragments dels voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"conserva un voraviu","http://data.silknow.org/vocabulary/743"
"conserva un voraviu","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva fragments de voraviu.","http://data.silknow.org/vocabulary/743"
"Segurament es tracta d'una capa per vestir una imatge religiosa.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre, amvb motius animals inspirats en les faules d'Esop.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Segurament es tracta d'una capa per vestir una imatge religiosa.","http://data.silknow.org/vocabulary/743"
"conserva un fragment de voraviu.","http://data.silknow.org/vocabulary/743"
"conserva un fragment de voraviu.","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Segurament es tracta d'un fragment de capa d'imatge religiosa.","http://data.silknow.org/vocabulary/743"
"Es tracta d'un fragment d'estola.","http://data.silknow.org/vocabulary/743"
"conserva fragments de voraviu","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravis","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Descripció tècnica a partir de les peces del Covent de San Lorenzo del Escorial, núm. 10050177 i 10051222 (dossier ""Jornades sobre sederies bizarre, Madrid, setembre 2000) :
- denominació: Domàs gros de Tours à liage repris, amb treball de trama liseré i trama espolinada
- construcció interna : fons de setí de 8 e.3, decoració en gros de Tours de 2 fils. Treball de les trames en efecte liseré i espolinat sobre el fons setí, lligades en sarja de 3, S, per 1 de cada 6 fils de l'ordit.
- ordit : organzina, S. densitat : 120 fils/cm
- trama: trama de fons : fil de seda; trama decoració: fil d'or entorxat sobre fil doble de seda groga, S + fil d'or arrissat + sedes en diferents colors; proporció 2/1 i densitat : 17-15 passades/cm
- ample de peça: 55,5 cm comptant els dos voravius
- total de fils d'ordit : 6672
- núm. de mallons : 840
- altres mides : alt de la fulla de decoració : 14 cm; distancia de fulla a fulla 11,5 cm; distancia de trompeta a trompeta : 34 cm
- conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius.","http://data.silknow.org/vocabulary/743"
"conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva els voravius a la unió central de les dues peces.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Conserva un dels voravius
- Lampas fons setí, 2 lats liseré (dels quals una de les trames és d'acompanyament), espolinat. (segons fitxa tècnica del llibre de H.C.Ackermann)","http://data.silknow.org/vocabulary/743"
"conserva part dels voravius","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Conserva els dos voravius
- Lampas fons setí, 2 lats liseré (dels quals una de les trames és d'acompanyament), espolinat. (segons fitxa tècnica del llibre de H.C.Ackermann)","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre.","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius.","http://data.silknow.org/vocabulary/743"
"Lampas fons setí, 2 lats liseré (dels quals una de les trames és d'acompanyament), espolinat. (segons fitxa tècnica del llibre de H.C.Ackermann).
- conserva els dos voravius.","http://data.silknow.org/vocabulary/743"
"Teixit d\'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre.","http://data.silknow.org/vocabulary/743"
"Conserva un dels voravius
- Lampas fons setí, 2 lats liseré (dels quals una de les trames és d'acompanyament), espolinat. (segons fitxa tècnica del llibre de H.C.Ackermann)","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"Doble tela, de seda i cotó, teixida en telers de 110 o 120 d'ample, de pic a pic. 2 ordits de cotó, 2 caps, beix i marró, i 2 trames de seda, beix i verd.","http://data.silknow.org/vocabulary/743"
"Fragment per tres peces, ample total de la peça 63 cm. Lampàs, jacquard de seda treballat en dues màquines Vincenzi de 1.280 agulles. 1 ordit de seda, 2 caps. 5 trames de seda, a 2 caps, beix per al fons, or, salmó clar, salmó fosc i marró per a la decoració.","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"conserva un voraviu.","http://data.silknow.org/vocabulary/743"
"conserva voravius.","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"Teixit d'estil bizarre, amb motius animals inspirats en les faules d'Esop.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"Jacquard mecànic, lampàs. Ordit de seda i trama de cotó i seda.","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Fragment de teixit del model ""CARPIO"" de l'empresa valenciana ""Garín e Hijos"", inspirat en un disseny del segle XVIII","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu.","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"sembla que conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"sembla que conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva un dels voravius","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Lampàs, jacquard de seda treballat en dues màquines Vincenzi de 1.280 agulles. 1 ordit de seda, 2 caps. 5 trames de seda, a 2 caps, beix per al fons, or, salmó clar, salmó fosc i marró per a la decoració.","http://data.silknow.org/vocabulary/743"
"conserva 1 dels voravius","http://data.silknow.org/vocabulary/743"
"incorpora un galó de passamaneria
- conserva fragments de voraviu","http://data.silknow.org/vocabulary/743"
"Sèrie: Imperios.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Diamantes B.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Armenios 2ª.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Diamantes. 
Màquina de 800 agulles; montura mixta. 
Densitat: 54/55 fils i 38 passades per cm. 
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Armenios 3ª.
Densitat 130 fils.","http://data.silknow.org/vocabulary/743"
"Sèrie: Holandeses.
Peça confeccionada","http://data.silknow.org/vocabulary/743"
"Sèrie: Excelsior.
Màquina de 650 agulles; o podría ser una altra màquina acoplada.
Densitats: 65 fils i 42 passades per cm.
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: ? 
Màquina de 8oo agulles; 68 fils i 44 passades per cm. 
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Bandera de mocadors. Sèrie: Imperios.","http://data.silknow.org/vocabulary/743"
"Sèrie: Rumaros Imperios.
Màquina de 8oo agulles;Montura de 60 fils, densitat: 65 fils per i 40 passades per cm. 
Cada dau és igual al raport de 10 cm.
Dau al seguit?
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: 572?
setí.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Bandera de mocadors. Sèrie: Armenios 2ª.","http://data.silknow.org/vocabulary/743"
"Sèrie: Armenios.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Bandera de mocadors","http://data.silknow.org/vocabulary/743"
"Sèrie: Holandeses.
Montura 30 fils per cm.
Dibuix: 1910
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Excelsior.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Victoria.
Màquina de 800 agulles; densitat 60 fils; 48 passades per cm.
Perdut per trama, fil coupé amb dues trames; perduts tondosats.
Dibuix: Pot esser còpia de dibuix de Llimona, original de Travaglia. Dibuixant Humbert.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Imperios?.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Galicias.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Imperio.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Armenios 3ª.
peça confeccionada. 
teler de llissos, mecànic.","http://data.silknow.org/vocabulary/743"
"Sèrie: Excelsior. 
Montura mixta. 
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Armenios extra.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Armenios.
Teixit de teler a mà, ja que té el voraviu irregular. 
Seda aprestada. 
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: 533.
teler amb llissos (telar con aparato)
setí de 5 o 8.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Rumaros.
Màquina de 8oo agulles;Montura de 60 fils, densitat: 65 fils per i 40 passades per cm. 
Cada dau és igual al raport de 10 cm.
Dau al seguit?
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Armenios 3ª.
Densitat 130/140 fils.
setí de 4.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Diamantes.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: ?. 
Màquina de 800 agulles.
Densitat: 68 fils i 42 passades per cm.
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Armenios 3ª.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: ?
Lampaset d'un sol ordit
Peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Sèrie: Holandeses.
peça confeccionada.","http://data.silknow.org/vocabulary/743"
"Realitzada amb màquina de 8oo agulles.
- Densitat: 68 fils i 44 passades per cm.","http://data.silknow.org/vocabulary/743"
"Sèrie Excelsior.
- Realitzada amb màquina de 8oo agulles.
- Densitat: 68 fils i 44 passades per cm.","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva un voraviu","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"Teixit de seda de gasa de volta llavorada amb motius simbòlics. Inclou una cinta de seda brodada amb flors i papallones.","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Decoració llistada amb elements florals, vegetals i animals, de possible fabricació oriental pel mercat europeu","http://data.silknow.org/vocabulary/743"
"Motius florals i vegetals de clara inspiració oriental.","http://data.silknow.org/vocabulary/743"
"conserva 1 dels voravius","http://data.silknow.org/vocabulary/743"
"Motius florals i vegetals de clara inspiració oriental.","http://data.silknow.org/vocabulary/743"
"Fragment de decoració de casulla, conserva la forma del coll.","http://data.silknow.org/vocabulary/743"
"Pot tractar-se de la part inferior d'una peça d'indumentària femenina","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"densitat d'ordit: 60 fils/cm.
- densitat de trama: 43 passades/cm.
- voraviu: 0,6 cm
 mides: sèrie de 3 : A: 18 x 22; B: 24 x 15; C: 15 x 16","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voraviu","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"conserva fragments dels 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"conserva 1 fragment de voraviu","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Domàs de seda amb el motiu denominat ""a la palma"", especialitat de la ciutat de Génova.","http://data.silknow.org/vocabulary/743"
"conserva fragment de 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"Fragment de màniga de vestit femeni. Conserva 6 traus a la part del puny.","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva 1 dels voravius","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva un petit fragment de voraviu","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva els 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"conserva 1 voraviu","http://data.silknow.org/vocabulary/743"
"Dos fragments de teixit de seda units sobre un únic supot. Decoració de tiges ondulants que s'enllacen entre si amb fulles i petites flors.","http://data.silknow.org/vocabulary/743"
"conserva part dels 2 voravius","http://data.silknow.org/vocabulary/743"
"conserva fragments dels 2 voravius","http://data.silknow.org/vocabulary/743"
"Quatre peces cosides amb punta d'Espanya al volt.","http://data.silknow.org/vocabulary/743"
